time,q1,q2,q3,q4,q5,q6,qd1,qd2,qd3,qd4,qd5,qd6,qdd1,qdd2,qdd3,qdd4,qdd5,qdd6,u1,u2,u3,u4,u5,u6,q1_cmd,q2_cmd,q3_cmd,q4_cmd,q5_cmd,q6_cmd,track_err,dt,dq
1.2544,0.35,-0.61,-125.15,-0.43,0.35,0.26,0.0,0.0,12.78833,0.0,0.0,0.0,0.0,0.0,-0.52543,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,-121.7201,0.0,0.0,0.0,3.43,0.0652,0.97
1.3196,0.35,-0.61,-124.01,-0.43,0.35,0.26,0.0,0.0,12.72904,0.0,0.0,0.0,0.0,0.0,-1.29165,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,-120.9171,0.0,0.0,0.0,3.093,0.0652,1.14
1.3888,0.43,-0.61,-123.13,-0.43,0.35,0.26,0.0,0.0,12.61193,0.0,0.0,0.0,0.0,0.0,-2.08989,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,-120.0819,0.0,0.0,0.0,3.048,0.0692,0.88
1.4539,0.35,-0.61,-122.69,-0.43,0.35,0.26,0.0,0.0,12.45202,0.0,0.0,0.0,0.0,0.0,-2.81849,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,-119.3137,0.0,0.0,0.0,3.376,0.0651,0.44
1.5192,0.35,-0.61,-121.99,-0.43,0.35,0.26,0.0,0.0,12.24489,0.0,0.0,0.0,0.0,0.0,-3.51973,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,-118.5658,0.0,0.0,0.0,3.424,0.0653,0.7
1.5844,0.35,-0.61,-121.02,-0.43,0.35,0.26,0.0,0.0,11.99357,0.0,0.0,0.0,0.0,0.0,-4.18299,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,-117.8413,0.0,0.0,0.0,3.179,0.0652,0.97
1.6496,0.35,-0.61,-119.97,-0.43,0.35,0.26,0.0,0.0,11.70039,0.0,0.0,0.0,0.0,0.0,-4.80241,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,-117.1428,0.0,0.0,0.0,2.827,0.0652,1.05
1.7188,0.35,-0.61,-119.26,-0.43,0.35,0.26,0.0,0.0,11.34687,0.0,0.0,0.0,0.0,0.0,-5.40464,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,-116.4309,0.0,0.0,0.0,2.829,0.0692,0.71
1.7841,0.43,-0.61,-118.82,-0.43,0.35,0.26,0.0,0.0,10.97698,0.0,0.0,0.0,0.0,0.0,-5.91455,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,-115.7899,0.0,0.0,0.0,3.03,0.0653,0.44
1.8493,0.35,-0.61,-118.12,-0.43,0.35,0.26,0.0,0.0,10.57642,0.0,0.0,0.0,0.0,0.0,-6.36164,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,-115.1792,0.0,0.0,0.0,2.941,0.0652,0.7
1.9145,0.35,-0.61,-117.5,-0.43,0.35,0.26,0.0,0.0,10.14887,0.0,0.0,0.0,0.0,0.0,-6.74206,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,-114.5996,0.0,0.0,0.0,2.9,0.0652,0.62
1.9797,0.43,-0.61,-116.45,-0.43,0.35,0.26,0.0,0.0,9.69879,0.0,0.0,0.0,0.0,0.0,-7.05183,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,-114.0521,0.0,0.0,0.0,2.398,0.0652,1.05
2.0489,0.35,-0.7,-116.01,-0.43,0.35,0.26,0.0,0.0,9.20174,0.0,0.0,0.0,0.0,0.0,-7.29969,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,-113.5065,0.0,0.0,0.0,2.503,0.0692,0.44
2.1141,0.35,-0.7,-115.57,-0.43,0.35,0.26,0.0,0.0,8.72034,0.0,0.0,0.0,0.0,0.0,-7.45444,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,-113.0249,0.0,0.0,0.0,2.545,0.0652,0.44
2.1793,0.35,-0.7,-115.13,-0.43,0.35,0.26,0.0,0.0,8.23138,0.0,0.0,0.0,0.0,0.0,-7.53106,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,-112.5747,0.0,0.0,0.0,2.555,0.0652,0.44
2.2445,0.35,-0.7,-114.6,-0.43,0.35,0.26,0.0,0.0,7.74,0.0,0.0,0.0,0.0,0.0,-7.52875,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,-112.155,0.0,0.0,0.0,2.445,0.0652,0.53
2.3097,0.35,-0.7,-113.73,-0.43,0.35,0.26,0.0,0.0,7.25135,0.0,0.0,0.0,0.0,0.0,-7.44755,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,-111.7653,0.0,0.0,0.0,1.965,0.0652,0.87
2.3789,0.35,-0.7,-113.46,-0.43,0.35,0.26,0.0,0.0,6.74141,0.0,0.0,0.0,0.0,0.0,-7.27602,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,-111.383,0.0,0.0,0.0,2.077,0.0692,0.27
2.444,0.35,-0.7,-113.29,-0.43,0.35,0.26,0.0,0.0,6.27514,0.0,0.0,0.0,0.0,0.0,-7.0362,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,-111.0498,0.0,0.0,0.0,2.24,0.0651,0.17
2.5092,0.35,-0.7,-112.85,-0.43,0.35,0.26,0.0,0.0,5.82622,0.0,0.0,0.0,0.0,0.0,-6.72233,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,-110.7412,0.0,0.0,0.0,2.109,0.0652,0.44
2.5744,0.43,-0.7,-112.41,-0.43,0.35,0.26,0.0,0.0,5.40008,0.0,0.0,0.0,0.0,0.0,-6.33801,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,-110.4548,0.0,0.0,0.0,1.955,0.0652,0.44
2.6396,0.35,-0.7,-111.88,-0.43,0.35,0.26,0.0,0.0,5.00119,0.0,0.0,0.0,0.0,0.0,-5.88727,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,-110.1885,0.0,0.0,0.0,1.692,0.0652,0.53
2.7089,0.35,-0.7,-111.62,-0.43,0.35,0.26,0.0,0.0,4.61176,0.0,0.0,0.0,0.0,0.0,-5.34066,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,-109.9241,0.0,0.0,0.0,1.696,0.0693,0.26
2.7741,0.43,-0.7,-111.53,-0.43,0.35,0.26,0.0,0.0,4.28191,0.0,0.0,0.0,0.0,0.0,-4.76855,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,-109.6897,0.0,0.0,0.0,1.84,0.0652,0.09
2.8393,0.35,-0.7,-111.26,-0.43,0.35,0.26,0.0,0.0,3.99102,0.0,0.0,0.0,0.0,0.0,-4.14646,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,-109.4667,0.0,0.0,0.0,1.793,0.0652,0.27
2.9045,0.35,-0.7,-111.09,-0.43,0.35,0.26,0.0,0.0,3.74215,0.0,0.0,0.0,0.0,0.0,-3.48092,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,-109.2516,0.0,0.0,0.0,1.838,0.0652,0.17
2.9697,0.43,-0.7,-110.65,-0.43,0.35,0.26,0.0,0.0,3.53791,0.0,0.0,0.0,0.0,0.0,-2.7789,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,-109.0413,0.0,0.0,0.0,1.609,0.0652,0.44
3.0389,0.35,-0.7,-110.56,-0.43,0.35,0.26,0.0,0.0,3.37232,0.0,0.0,0.0,0.0,0.0,-2.00212,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,-108.8198,0.0,0.0,0.0,1.74,0.0692,0.09
3.1041,0.35,-0.7,-110.56,-0.43,0.35,0.26,0.0,0.0,3.26626,0.0,0.0,0.0,0.0,0.0,-1.24845,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,-108.609,0.0,0.0,0.0,1.951,0.0652,0.0
3.1692,0.35,-0.7,-110.21,-0.43,0.35,0.26,0.0,0.0,3.20985,0.0,0.0,0.0,0.0,0.0,-0.48289,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,-108.3931,0.0,0.0,0.0,1.817,0.0651,0.35
3.2345,0.43,-0.7,-109.95,-0.43,0.35,0.26,0.0,0.0,3.20355,0.0,0.0,0.0,0.0,0.0,0.29009,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,-108.1686,0.0,0.0,0.0,1.781,0.0653,0.26
3.2997,0.35,-0.7,-109.68,-0.43,0.35,0.26,0.0,0.0,3.24757,0.0,0.0,0.0,0.0,0.0,1.05885,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,-107.9328,0.0,0.0,0.0,1.747,0.0652,0.27
3.3689,0.35,-0.7,-109.42,-0.43,0.35,0.26,0.0,0.0,3.34875,0.0,0.0,0.0,0.0,0.0,1.86246,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,-107.6664,0.0,0.0,0.0,1.754,0.0692,0.26
3.4341,0.43,-0.7,-109.24,-0.43,0.35,0.26,0.0,0.0,3.49434,0.0,0.0,0.0,0.0,0.0,2.59966,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,-107.3975,0.0,0.0,0.0,1.843,0.0652,0.18
3.4991,0.35,-0.7,-109.16,-0.43,0.35,0.26,0.0,0.0,3.68649,0.0,0.0,0.0,0.0,0.0,3.30749,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,-107.109,0.0,0.0,0.0,2.051,0.065,0.08
3.5643,0.35,-0.7,-108.8,-0.43,0.35,0.26,0.0,0.0,3.92436,0.0,0.0,0.0,0.0,0.0,3.98288,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,-106.7974,0.0,0.0,0.0,2.003,0.0652,0.36
3.6295,0.43,-0.7,-108.28,-0.43,0.35,0.26,0.0,0.0,4.20495,0.0,0.0,0.0,0.0,0.0,4.61653,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,-106.461,0.0,0.0,0.0,1.819,0.0652,0.52
3.6987,0.35,-0.7,-108.19,-0.43,0.35,0.26,0.0,0.0,4.54618,0.0,0.0,0.0,0.0,0.0,5.23599,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,-106.0743,0.0,0.0,0.0,2.116,0.0692,0.09
3.7639,0.35,-0.7,-107.92,-0.43,0.35,0.26,0.0,0.0,4.90507,0.0,0.0,0.0,0.0,0.0,5.76322,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,-105.6809,0.0,0.0,0.0,2.239,0.0652,0.27
3.829,0.35,-0.7,-107.66,-0.43,0.35,0.26,0.0,0.0,5.29577,0.0,0.0,0.0,0.0,0.0,6.22938,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,-105.2583,0.0,0.0,0.0,2.402,0.0651,0.26
3.8941,0.43,-0.7,-107.13,-0.43,0.35,0.26,0.0,0.0,5.71472,0.0,0.0,0.0,0.0,0.0,6.63045,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,-104.8051,0.0,0.0,0.0,2.325,0.0651,0.53
3.9593,0.35,-0.7,-106.69,-0.43,0.35,0.26,0.0,0.0,6.15824,0.0,0.0,0.0,0.0,0.0,6.96271,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,-104.319,0.0,0.0,0.0,2.371,0.0652,0.44
4.0289,0.35,-0.7,-106.17,-0.43,0.35,0.26,0.0,0.0,6.65288,0.0,0.0,0.0,0.0,0.0,7.2368,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,-103.7659,0.0,0.0,0.0,2.404,0.0696,0.52
4.0941,0.35,-0.7,-105.99,-0.43,0.35,0.26,0.0,0.0,7.13095,0.0,0.0,0.0,0.0,0.0,7.41522,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,-103.2141,0.0,0.0,0.0,2.776,0.0652,0.18
4.1592,0.35,-0.7,-105.38,-0.43,0.35,0.26,0.0,0.0,7.61738,0.0,0.0,0.0,0.0,0.0,7.51583,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,-102.6317,0.0,0.0,0.0,2.748,0.0651,0.61
4.2243,0.43,-0.7,-104.94,-0.43,0.35,0.26,0.0,0.0,8.10781,0.0,0.0,0.0,0.0,0.0,7.53792,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,-102.0175,0.0,0.0,0.0,2.922,0.0651,0.44
4.2895,0.35,-0.7,-103.97,-0.43,0.35,0.26,0.0,0.0,8.59786,0.0,0.0,0.0,0.0,0.0,7.48111,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,-101.3732,0.0,0.0,0.0,2.597,0.0652,0.97
4.3589,0.35,-0.7,-103.53,-0.43,0.35,0.26,0.0,0.0,9.11247,0.0,0.0,0.0,0.0,0.0,7.33453,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,-100.6562,0.0,0.0,0.0,2.874,0.0694,0.44
4.424,0.43,-0.7,-103.09,-0.43,0.35,0.26,0.0,0.0,9.58331,0.0,0.0,0.0,0.0,0.0,7.11783,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,-99.9546,0.0,0.0,0.0,3.135,0.0651,0.44
4.4892,0.35,-0.7,-102.48,-0.43,0.35,0.26,0.0,0.0,10.03828,0.0,0.0,0.0,0.0,0.0,6.82626,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,-99.2275,0.0,0.0,0.0,3.253,0.0652,0.61
4.5543,0.35,-0.7,-101.86,-0.43,0.35,0.26,0.0,0.0,10.47125,0.0,0.0,0.0,0.0,0.0,6.46377,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,-98.4788,0.0,0.0,0.0,3.381,0.0651,0.62
4.6195,0.43,-0.7,-100.72,-0.43,0.35,0.26,0.0,0.0,10.879,0.0,0.0,0.0,0.0,0.0,6.03303,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,-97.708,0.0,0.0,0.0,3.012,0.0652,1.14
4.6889,0.35,-0.7,-100.01,-0.43,0.35,0.26,0.0,0.0,11.27978,0.0,0.0,0.0,0.0,0.0,5.5052,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,-96.8682,0.0,0.0,0.0,3.142,0.0694,0.71
4.7539,0.35,-0.7,-99.58,-0.43,0.35,0.26,0.0,0.0,11.61991,0.0,0.0,0.0,0.0,0.0,4.95143,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,-96.0648,0.0,0.0,0.0,3.515,0.065,0.43
4.8191,0.35,-0.7,-98.96,-0.43,0.35,0.26,0.0,0.0,11.92321,0.0,0.0,0.0,0.0,0.0,4.34415,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,-95.2479,0.0,0.0,0.0,3.712,0.0652,0.62
4.8843,0.35,-0.7,-98.08,-0.43,0.35,0.26,0.0,0.0,12.1854,0.0,0.0,0.0,0.0,0.0,3.69135,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,-94.4225,0.0,0.0,0.0,3.658,0.0652,0.88
4.9495,0.35,-0.7,-96.76,-0.43,0.35,0.26,0.0,0.0,12.40372,0.0,0.0,0.0,0.0,0.0,2.99986,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,-93.5903,0.0,0.0,0.0,3.17,0.0652,1.32
5.0188,0.43,-0.7,-96.06,-0.43,0.35,0.26,0.0,0.0,12.58514,0.0,0.0,0.0,0.0,0.0,2.23059,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,-92.703,0.0,0.0,0.0,3.357,0.0693,0.7
5.084,0.35,-0.7,-95.53,-0.43,0.35,0.26,0.0,0.0,12.70629,0.0,0.0,0.0,0.0,0.0,1.48256,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,-91.8697,0.0,0.0,0.0,3.66,0.0652,0.53
5.1492,0.35,-0.7,-94.83,-0.43,0.35,0.26,0.0,0.0,12.77813,0.0,0.0,0.0,0.0,0.0,0.71899,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,-91.0407,0.0,0.0,0.0,3.789,0.0652,0.7
5.2144,0.35,-0.7,-93.77,-0.43,0.35,0.26,0.0,0.0,12.79989,0.0,0.0,0.0,0.0,0.0,-0.05211,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,-90.219,0.0,0.0,0.0,3.551,0.0652,1.06
5.2796,0.35,-0.7,-92.54,-0.43,0.35,0.26,0.0,0.0,12.77134,0.0,0.0,0.0,0.0,0.0,-0.82267,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,-89.4081,0.0,0.0,0.0,3.132,0.0652,1.23
5.3489,0.35,-0.7,-91.84,-0.43,0.35,0.26,0.0,0.0,12.6862,0.0,0.0,0.0,0.0,0.0,-1.63204,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,-88.5612,0.0,0.0,0.0,3.279,0.0693,0.7
5.414,0.35,-0.7,-91.31,-0.43,0.35,0.26,0.0,0.0,12.55566,0.0,0.0,0.0,0.0,0.0,-2.37494,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,-87.7819,0.0,0.0,0.0,3.528,0.0651,0.53
5.4792,0.43,-0.7,-90.7,-0.43,0.35,0.26,0.0,0.0,12.37721,0.0,0.0,0.0,0.0,0.0,-3.09411,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,-87.0214,0.0,0.0,0.0,3.679,0.0652,0.61
5.5444,0.35,-0.7,-89.73,-0.43,0.35,0.26,0.0,0.0,12.15289,0.0,0.0,0.0,0.0,0.0,-3.78085,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,-86.2829,0.0,0.0,0.0,3.447,0.0652,0.97
5.6096,0.43,-0.7,-88.59,-0.43,0.35,0.26,0.0,0.0,11.88505,0.0,0.0,0.0,0.0,0.0,-4.42796,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,-85.5685,0.0,0.0,0.0,3.022,0.0652,1.14
5.6789,0.35,-0.7,-87.89,-0.43,0.35,0.26,0.0,0.0,11.55581,0.0,0.0,0.0,0.0,0.0,-5.06475,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,-84.8382,0.0,0.0,0.0,3.052,0.0693,0.7
5.7439,0.43,-0.7,-87.45,-0.43,0.35,0.26,0.0,0.0,11.20865,0.0,0.0,0.0,0.0,0.0,-5.60767,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,-84.1808,0.0,0.0,0.0,3.269,0.065,0.44
5.8091,0.35,-0.7,-86.74,-0.43,0.35,0.26,0.0,0.0,10.82686,0.0,0.0,0.0,0.0,0.0,-6.09357,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,-83.5518,0.0,0.0,0.0,3.188,0.0652,0.71
5.8743,0.35,-0.7,-86.04,-0.43,0.35,0.26,0.0,0.0,10.41544,0.0,0.0,0.0,0.0,0.0,-6.51562,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,-82.9533,0.0,0.0,0.0,3.087,0.0652,0.7
5.9395,0.35,-0.7,-85.07,-0.43,0.35,0.26,0.0,0.0,9.9787,0.0,0.0,0.0,0.0,0.0,-6.86938,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,-82.3861,0.0,0.0,0.0,2.684,0.0652,0.97
6.0088,0.35,-0.7,-84.46,-0.43,0.35,0.26,0.0,0.0,9.49188,0.0,0.0,0.0,0.0,0.0,-7.16639,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,-81.8182,0.0,0.0,0.0,2.642,0.0693,0.61
6.074,0.35,-0.7,-84.02,-0.43,0.35,0.26,0.0,0.0,9.01763,0.0,0.0,0.0,0.0,0.0,-7.36843,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,-81.3173,0.0,0.0,0.0,2.703,0.0652,0.44
6.1392,0.35,-0.79,-83.67,-0.43,0.35,0.26,0.0,0.0,8.53272,0.0,0.0,0.0,0.0,0.0,-7.49324,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,-80.8476,0.0,0.0,0.0,2.822,0.0652,0.35
